@RELATION SINGLE_MISUSE_TRAIN_DATA
@ATTRIBUTE ATTR1 numeric
@ATTRIBUTE ATTR2 numeric
@ATTRIBUTE ATTR3 numeric
@ATTRIBUTE ATTR4 numeric
@ATTRIBUTE ATTR5 numeric
@ATTRIBUTE ATTR6 numeric
@ATTRIBUTE ATTR7 numeric
@ATTRIBUTE ATTR8 numeric
@ATTRIBUTE ATTR9 numeric
@ATTRIBUTE ATTR10 numeric
@ATTRIBUTE ATTR11 numeric
@ATTRIBUTE ATTR12 numeric
@ATTRIBUTE ATTR13 numeric
@ATTRIBUTE ATTR14 numeric
@ATTRIBUTE ATTR15 numeric
@ATTRIBUTE ATTR16 numeric
@ATTRIBUTE ATTR17 numeric
@ATTRIBUTE ATTR18 numeric
@ATTRIBUTE ATTR19 numeric
@ATTRIBUTE ATTR20 numeric
@ATTRIBUTE ATTR21 numeric
@ATTRIBUTE ATTR22 numeric
@ATTRIBUTE ATTR23 numeric
@ATTRIBUTE ATTR24 numeric
@ATTRIBUTE ATTR25 numeric
@ATTRIBUTE ATTR26 numeric
@ATTRIBUTE ATTR27 numeric
@ATTRIBUTE ATTR28 numeric
@ATTRIBUTE ATTR29 numeric
@ATTRIBUTE ATTR30 numeric
@ATTRIBUTE ATTR31 numeric
@ATTRIBUTE ATTR32 numeric
@ATTRIBUTE ATTR33 numeric
@ATTRIBUTE ATTR34 numeric
@ATTRIBUTE ATTR35 numeric
@ATTRIBUTE ATTR36 numeric
@ATTRIBUTE ATTR37 numeric
@ATTRIBUTE ATTR38 numeric
@ATTRIBUTE ATTR39 numeric
@ATTRIBUTE ATTR40 numeric
@ATTRIBUTE ATTR41 numeric
@ATTRIBUTE ATTACK_TYPE {Optimized_Back, Optimized_BufferOverflow, Optimized_FTPWrite, Optimized_GuessPassword, Optimized_Imap, Optimized_IPSweep, Optimized_Land, Optimized_LoadModule, Optimized_MultiHop, Optimized_Neptune, Optimized_NMap, Optimized_Normal, Optimized_Perl, Optimized_PHF, Optimized_Pod, Optimized_PortSweep, Optimized_RootKit, Optimized_Satan, Optimized_Smurf, Optimized_Spy, Optimized_TearDrop, Optimized_WarezClient, Optimized_WarezMaster}
@DATA
0, 0, 0, 0, 0.00283, 0.06071, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.057, 0.214, 0.1, 0, 0.002, 0.004, 0.002, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00223, 0.02638, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.008, 0, 0, 0, 0, 0.1, 0, 0, 0.224, 0.255, 0.1, 0, 0, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.019, 0.008, 0.1, 0.1, 0, 0, 0.042, 0.021, 0, 0.255, 0.008, 0.003, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185, 0.015, 0.1, 0.1, 0, 0, 0.008, 0.005, 0, 0.255, 0.015, 0.006, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00264, 0.00231, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.004, 0, 0, 0, 0, 0.1, 0, 0.05, 0.003, 0.255, 0.1, 0, 0.033, 0.006, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00228, 0.00774, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.019, 0.022, 0, 0, 0, 0, 0.1, 0, 0.014, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.109, 0.017, 0.1, 0.1, 0, 0, 0.016, 0.006, 0, 0.255, 0.016, 0.006, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.5, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.134, 0.012, 0.1, 0.1, 0, 0, 0.009, 0.006, 0, 0.255, 0.002, 0.001, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00305, 0.01616, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.01, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.066, 0.242, 0.1, 0, 0.002, 0.016, 0, 0, 0.1, 0.1, Optimized_Normal
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.297, 0.02, 0, 0, 0.1, 0.1, 0.007, 0.005, 0, 0.255, 0.02, 0.008, 0.008, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0.0001, 0, 0.01, 0, 0.02169, 0.00406, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.002, 0, 0, 0, 0, 0.1, 0, 0.1, 0.002, 0.002, 0.1, 0, 0.05, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.116, 0.006, 0.1, 0.1, 0, 0, 0.005, 0.007, 0, 0.255, 0.005, 0.002, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00285, 0.05773, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.013, 0, 0, 0, 0, 0.1, 0, 0, 0.106, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00196, 0.01293, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.037, 0, 0, 0, 0, 0.1, 0, 0.005, 0.008, 0.255, 0.1, 0, 0.012, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.14, 0, 0.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.008, 0, 0, 0, 0, 0.1, 0, 0.025, 0.223, 0.063, 0.026, 0.003, 0.026, 0.003, 0.001, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.002, 0.00337, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.026, 0.026, 0, 0, 0, 0, 0.1, 0, 0, 0.209, 0.255, 0.1, 0, 0, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.119, 0.013, 0.1, 0.1, 0, 0, 0.011, 0.006, 0, 0.255, 0.012, 0.005, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.56, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.238, 0.016, 0.1, 0.1, 0, 0, 0.007, 0.007, 0, 0.255, 0.016, 0.006, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.57, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.233, 0.008, 0.1, 0.1, 0, 0, 0.003, 0.007, 0, 0.255, 0.008, 0.003, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.246, 0.009, 0, 0, 0.1, 0.1, 0.004, 0.007, 0, 0.255, 0.009, 0.004, 0.007, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0, 0, 0, 0, 0.00313, 0.00342, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.016, 0.016, 0, 0, 0, 0, 0.1, 0, 0, 0.016, 0.255, 0.1, 0, 0.006, 0.005, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00239, 0.04074, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.009, 0, 0, 0, 0, 0.1, 0, 0, 0.022, 0.152, 0.1, 0, 0.005, 0.003, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00242, 0.0218, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012, 0.03, 0, 0, 0, 0, 0.1, 0, 0.007, 0.255, 0.255, 0.1, 0, 0.001, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.107, 0.018, 0.1, 0.1, 0, 0, 0.017, 0.006, 0, 0.255, 0.003, 0.001, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.0022, 0.12378, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.011, 0.012, 0, 0, 0, 0, 0.1, 0, 0.017, 0.03, 0.255, 0.1, 0, 0.003, 0.001, 0.003, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.124, 0.012, 0.1, 0.1, 0, 0, 0.01, 0.006, 0, 0.255, 0.01, 0.004, 0.009, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0.032, 0.045, 0.1, 0, 0.003, 0.013, 0, 0, 0.1, 0.1, Optimized_Normal
0, 0, 0, 0, 0.0016, 0.0078, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.255, 0.1, 0, 0.1, 0.005, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.188, 0.003, 0.1, 0.1, 0, 0, 0.002, 0.006, 0, 0.255, 0.009, 0.004, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00303, 0.19509, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.015, 0.255, 0.1, 0, 0.007, 0.007, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00203, 0.5084, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.152, 0.255, 0.1, 0, 0.001, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00209, 0.00513, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.019, 0, 0, 0, 0.005, 0.1, 0, 0.026, 0.143, 0.255, 0.1, 0, 0.001, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.14, 0, 0.00071, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.086, 0.093, 0.029, 0.003, 0.029, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.44, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147, 0.02, 0.1, 0.1, 0, 0, 0.014, 0.005, 0, 0.255, 0.02, 0.008, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00297, 0.02239, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.005, 0, 0, 0, 0, 0.1, 0, 0.06, 0.255, 0.251, 0.098, 0.001, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00214, 0.01319, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.01, 0, 0, 0, 0, 0.1, 0, 0.02, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.16, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.298, 0.015, 0.1, 0.1, 0, 0, 0.005, 0.005, 0, 0.255, 0.003, 0.001, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00468, 0.11586, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.002, 0.255, 0.1, 0, 0.05, 0.005, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.29, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.274, 0.012, 0.1, 0.1, 0, 0, 0.004, 0.006, 0, 0.255, 0.012, 0.005, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00199, 0.01476, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.121, 0.255, 0.1, 0, 0.001, 0.005, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.104, 0.008, 0.1, 0.1, 0, 0, 0.008, 0.007, 0, 0.255, 0.002, 0.001, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00283, 0.01737, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.008, 0, 0, 0, 0, 0.1, 0, 0, 0.054, 0.255, 0.1, 0, 0.002, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.33, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.119, 0.006, 0.1, 0.1, 0, 0, 0.005, 0.008, 0, 0.255, 0.006, 0.002, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00319, 0.00246, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.037, 0.255, 0.1, 0, 0.003, 0.006, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00191, 0.02241, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.007, 0, 0, 0, 0, 0.1, 0, 0.029, 0.042, 0.255, 0.1, 0, 0.002, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00349, 0.07412, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.025, 0.025, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.001, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.209, 0.021, 0.1, 0.1, 0, 0, 0.01, 0.005, 0, 0.255, 0.021, 0.008, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.032, 0.013, 0.1, 0.1, 0, 0, 0.041, 0.019, 0, 0.255, 0.013, 0.005, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00284, 0.01897, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.034, 0.255, 0.1, 0, 0.003, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.0037, 0.0123, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00254, 0.03465, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.014, 0, 0, 0, 0, 0.1, 0, 0.014, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12, 0.004, 0.1, 0.1, 0, 0, 0.003, 0.006, 0, 0.255, 0.001, 0, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.119, 0.017, 0.1, 0.1, 0, 0, 0.014, 0.007, 0, 0.255, 0.017, 0.007, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.036, 0.016, 0.1, 0.1, 0, 0, 0.044, 0.011, 0, 0.255, 0.016, 0.006, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.147, 0.021, 0.1, 0.1, 0, 0, 0.014, 0.006, 0, 0.255, 0.021, 0.008, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.067, 0.014, 0.1, 0.1, 0, 0, 0.021, 0.009, 0, 0.255, 0.014, 0.005, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.191, 0.016, 0.1, 0.1, 0, 0, 0.008, 0.006, 0, 0.255, 0.016, 0.006, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.24, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.209, 0.004, 0.1, 0.1, 0, 0, 0.002, 0.008, 0, 0.255, 0.004, 0.002, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.288, 0.016, 0.1, 0.1, 0, 0, 0.006, 0.006, 0, 0.255, 0.017, 0.007, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.152, 0.001, 0.1, 0.1, 0, 0, 0.001, 0.008, 0, 0.255, 0.001, 0, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048, 0.011, 0.1, 0.1, 0, 0, 0.023, 0.006, 0, 0.255, 0.004, 0.002, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.228, 0.01, 0.1, 0.1, 0, 0, 0.004, 0.006, 0, 0.255, 0.011, 0.004, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.45, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.123, 0.004, 0.1, 0.1, 0, 0, 0.003, 0.006, 0, 0.255, 0.004, 0.002, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
