@RELATION MULTI_MISUSE_TRAIN_DATA
@ATTRIBUTE ATTR1 numeric
@ATTRIBUTE ATTR2 numeric
@ATTRIBUTE ATTR3 numeric
@ATTRIBUTE ATTR4 numeric
@ATTRIBUTE ATTR5 numeric
@ATTRIBUTE ATTR6 numeric
@ATTRIBUTE ATTR7 numeric
@ATTRIBUTE ATTR8 numeric
@ATTRIBUTE ATTR9 numeric
@ATTRIBUTE ATTR10 numeric
@ATTRIBUTE ATTR11 numeric
@ATTRIBUTE ATTR12 numeric
@ATTRIBUTE ATTR13 numeric
@ATTRIBUTE ATTR14 numeric
@ATTRIBUTE ATTR15 numeric
@ATTRIBUTE ATTR16 numeric
@ATTRIBUTE ATTR17 numeric
@ATTRIBUTE ATTR18 numeric
@ATTRIBUTE ATTR19 numeric
@ATTRIBUTE ATTR20 numeric
@ATTRIBUTE ATTR21 numeric
@ATTRIBUTE ATTR22 numeric
@ATTRIBUTE ATTR23 numeric
@ATTRIBUTE ATTR24 numeric
@ATTRIBUTE ATTR25 numeric
@ATTRIBUTE ATTR26 numeric
@ATTRIBUTE ATTR27 numeric
@ATTRIBUTE ATTR28 numeric
@ATTRIBUTE ATTR29 numeric
@ATTRIBUTE ATTR30 numeric
@ATTRIBUTE ATTR31 numeric
@ATTRIBUTE ATTR32 numeric
@ATTRIBUTE ATTR33 numeric
@ATTRIBUTE ATTR34 numeric
@ATTRIBUTE ATTR35 numeric
@ATTRIBUTE ATTR36 numeric
@ATTRIBUTE ATTR37 numeric
@ATTRIBUTE ATTR38 numeric
@ATTRIBUTE ATTR39 numeric
@ATTRIBUTE ATTR40 numeric
@ATTRIBUTE ATTR41 numeric
@ATTRIBUTE ATTACK_TYPE {Optimized_Back, Optimized_BufferOverflow, Optimized_FTPWrite, Optimized_GuessPassword, Optimized_Imap, Optimized_IPSweep, Optimized_Land, Optimized_LoadModule, Optimized_MultiHop, Optimized_Neptune, Optimized_NMap, Optimized_Normal, Optimized_Perl, Optimized_PHF, Optimized_Pod, Optimized_PortSweep, Optimized_RootKit, Optimized_Satan, Optimized_Smurf, Optimized_Spy, Optimized_TearDrop, Optimized_WarezClient, Optimized_WarezMaster}
@DATA
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028, 0.007, 0.1, 0.1, 0, 0, 0.025, 0.014, 0, 0.255, 0.007, 0.003, 0.009, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.0024, 0.10914, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.009, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.43, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.275, 0.014, 0.1, 0.1, 0, 0, 0.005, 0.005, 0, 0.255, 0.014, 0.005, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00321, 0.02394, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.021, 0.021, 0, 0, 0, 0, 0.1, 0, 0, 0.187, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.199, 0.007, 0.1, 0.1, 0, 0, 0.004, 0.007, 0, 0.255, 0.007, 0.003, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00218, 0.02509, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.015, 0.255, 0.1, 0, 0.007, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00232, 0.04466, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.002, 0.255, 0.1, 0, 0.05, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.234, 0.003, 0.1, 0.1, 0, 0, 0.001, 0.006, 0, 0.255, 0.009, 0.004, 0.009, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00287, 0.0042, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028, 0.041, 0, 0, 0, 0, 0.1, 0, 0.01, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00286, 0.00447, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02, 0.04, 0, 0, 0, 0, 0.1, 0, 0.012, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.07, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.201, 0.018, 0.1, 0.1, 0, 0, 0.009, 0.007, 0, 0.255, 0.018, 0.007, 0.009, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.262, 0.017, 0.1, 0.1, 0, 0, 0.006, 0.005, 0, 0.255, 0.017, 0.007, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.04, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.214, 0.004, 0, 0, 0.1, 0.1, 0.002, 0.007, 0, 0.255, 0.004, 0.002, 0.009, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.139, 0.012, 0.1, 0.1, 0, 0, 0.009, 0.006, 0, 0.255, 0.004, 0.002, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00295, 0.01284, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.031, 0, 0, 0, 0, 0.1, 0, 0.006, 0.056, 0.255, 0.1, 0, 0.002, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00238, 0.03773, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.138, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.14, 0, 0.01339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.031, 0.01, 0.032, 0.013, 0.032, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00229, 0.01075, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.239, 0.094, 0.001, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00348, 0.01539, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.019, 0, 0, 0, 0, 0.1, 0, 0.026, 0.209, 0.255, 0.1, 0, 0, 0.002, 0, 0, 0, 0, Optimized_Normal
0.0002, 0, 0.01, 0, 0.01166, 0.00329, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.057, 0.135, 0.042, 0.007, 0.002, 0.001, 0, 0, 0.002, 0.004, Optimized_Normal
0, 0, 0, 0, 0.00234, 0.00934, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.088, 0.02, 0, 0, 0.1, 0.1, 0.023, 0.007, 0, 0.255, 0.019, 0.007, 0.008, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0.0005, 0, 0.01, 0, 0.04752, 0.0033, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.193, 0.151, 0.057, 0.004, 0.001, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.141, 0.011, 0, 0, 0.1, 0.1, 0.008, 0.006, 0, 0.255, 0.004, 0.002, 0.008, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0, 0, 0, 0, 0.00311, 0.02529, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.04, 0.255, 0.1, 0, 0.003, 0.006, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.57, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0.01, 0.1, 0.1, 0, 0, 0.005, 0.005, 0, 0.255, 0.01, 0.004, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.14, 0, 0.00192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.054, 0.062, 0.007, 0.006, 0.007, 0.003, 0, 0, 0, 0, Optimized_Normal
0.0101, 0, 0, 0, 0.00295, 0.00259, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.246, 0.096, 0.001, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.01, 0, 0.00596, 0.0033, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.139, 0.108, 0.078, 0.004, 0.001, 0, 0.001, 0.001, 0, 0, Optimized_Normal
0, 0, 0.34, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.027, 0.011, 0.1, 0.1, 0, 0, 0.041, 0.011, 0, 0.255, 0.011, 0.004, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.092, 0.019, 0.1, 0.1, 0, 0, 0.021, 0.005, 0, 0.255, 0.019, 0.007, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.5, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.145, 0.016, 0, 0, 0.1, 0.1, 0.011, 0.006, 0, 0.255, 0.016, 0.006, 0.006, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.184, 0.002, 0.1, 0.1, 0, 0, 0.001, 0.008, 0, 0.255, 0.002, 0.001, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00313, 0.0579, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.038, 0.038, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0.0002, 0, 0.01, 0, 0.0108, 0.00337, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.002, 0, 0, 0, 0, 0.1, 0, 0.1, 0.173, 0.125, 0.047, 0.002, 0.001, 0.002, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.18, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.244, 0.01, 0.1, 0.1, 0, 0, 0.004, 0.007, 0, 0.255, 0.01, 0.004, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00229, 0.07568, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0, 0, 0, 0, 0.1, 0, 0, 0.017, 0.255, 0.1, 0, 0.006, 0.003, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00247, 0.27137, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.018, 0.018, 0, 0, 0, 0, 0.1, 0, 0, 0.161, 0.255, 0.1, 0, 0.001, 0.003, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.178, 0.022, 0.1, 0.1, 0, 0, 0.012, 0.005, 0, 0.255, 0.022, 0.009, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.002, 0.1264, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.006, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.26, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.277, 0.015, 0.1, 0.1, 0, 0, 0.005, 0.005, 0, 0.255, 0.015, 0.006, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0.0003, 0, 0.01, 0, 0.01307, 0.00331, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.111, 0.09, 0.081, 0.005, 0.001, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.13, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.299, 0.02, 0.1, 0.1, 0, 0, 0.007, 0.006, 0, 0.255, 0.02, 0.008, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.247, 0.013, 0.1, 0.1, 0, 0, 0.005, 0.006, 0, 0.255, 0.015, 0.006, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00225, 0.00331, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.013, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.0022, 0.10001, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.247, 0.255, 0.1, 0, 0, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00298, 0.00413, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.003, 0, 0, 0, 0, 0.1, 0, 0.067, 0.017, 0.255, 0.1, 0, 0.006, 0.003, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.5, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.128, 0.004, 0.1, 0.1, 0, 0, 0.003, 0.006, 0, 0.255, 0.017, 0.007, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.25, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.258, 0.017, 0.1, 0.1, 0, 0, 0.007, 0.005, 0, 0.255, 0.017, 0.007, 0.005, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.14, 0, 0.12241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.011, 0.011, 0, 0, 0, 0, 0.1, 0, 0, 0.178, 0.09, 0.04, 0.003, 0.04, 0.002, 0.001, 0, 0.001, 0, Optimized_Normal
0, 0, 0, 0, 0.00305, 0.01593, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.071, 0.255, 0.1, 0, 0.001, 0.005, 0.001, 0, 0, 0, Optimized_Normal
0, 0, 0.04, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.234, 0.005, 0.1, 0.1, 0, 0, 0.002, 0.006, 0, 0.255, 0.005, 0.002, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0, 0, 0.00232, 0.0066, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.031, 0, 0, 0, 0, 0.1, 0, 0.01, 0.086, 0.255, 0.1, 0, 0.001, 0.001, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.00329, 0.00285, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0.001, 0, 0, 0, 0, 0, Optimized_Normal
0, 0, 0, 0, 0.002, 0.0331, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0.008, 0, 0, 0, 0, 0.1, 0, 0, 0.008, 0.255, 0.1, 0, 0.012, 0.004, 0, 0, 0, 0, Optimized_Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.127, 0.014, 0.1, 0.1, 0, 0, 0.011, 0.006, 0, 0.255, 0.016, 0.006, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21, 0.003, 0.1, 0.1, 0, 0, 0.001, 0.007, 0, 0.255, 0.004, 0.002, 0.008, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.019, 0.1, 0.1, 0, 0, 0.009, 0.006, 0, 0.255, 0.019, 0.007, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.116, 0.02, 0.099, 0.1, 0, 0, 0.017, 0.006, 0, 0.255, 0.02, 0.008, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.31, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28, 0.02, 0.1, 0.1, 0, 0, 0.007, 0.006, 0, 0.255, 0.001, 0, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.049, 0.01, 0.1, 0.1, 0, 0, 0.02, 0.012, 0, 0.255, 0.01, 0.004, 0.009, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.294, 0.02, 0.1, 0.1, 0, 0, 0.007, 0.006, 0, 0.255, 0.002, 0.001, 0.006, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.272, 0.003, 0.1, 0.1, 0, 0, 0.001, 0.006, 0, 0.255, 0.004, 0.002, 0.007, 0, 0, 0.1, 0.1, 0, 0, Optimized_Neptune
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.106, 0.015, 0, 0, 0.1, 0.1, 0.014, 0.006, 0, 0.255, 0.015, 0.006, 0.007, 0, 0, 0, 0, 0.1, 0.1, Optimized_Neptune
